number,state,loss,mamba_expand,depth_tier,d_state,ska_n_heads,ska_rank,n_ska_layers,placement,ska_ridge,ska_layerscale_init,norm_clip_multiplier,gamma_value,ska_power_K,beta_policy,learning_rate,weight_decay,warmup_ratio,grad_clip,n_layers,d_inner,param_count,ska_delta,per_device_batch_size,tokens_per_sec,worker_id,peak_memory_gib,failure_kind
111,COMPLETE,4.353728115558624,2,lean,32,8,24,2,midlate,0.003483302876990249,0.04849257038346774,0.75,1.05,1,one,0.004355476319234074,0.15,0.01,1.0,12,128,2921312,0.040490925312042236,24,376551.95566677017,0,4.492954254150391,
112,COMPLETE,4.528263747692108,3,lean,24,4,16,2,late,0.004465644891837907,0.09961856849528944,1.0,0.9,2,one,0.002257201281641169,0.15,0.01,1.0,10,192,2872328,0.006824314594268799,24,582264.0012540123,5,4.492389678955078,
113,COMPLETE,4.684183418750763,3,full,24,1,16,3,late,0.008495172884947489,0.005369033867459167,0.8164965809277261,0.9,1,head_scalar,0.001594357860527119,0.15,0.06,1.0,11,192,2949535,0.01412653923034668,24,488492.93759796413,4,4.493276596069336,
114,COMPLETE,4.524766385555267,2,full,8,2,16,6,midlate,0.028703407985665678,0.010850088650884875,0.8164965809277261,1.05,2,learned,0.0025781685698124442,0.1,0.01,1.0,13,128,2955028,0.022517502307891846,24,349104.8028658783,3,4.49339485168457,
115,COMPLETE,4.593494713306427,1,lean,24,1,8,2,late,0.003239635384359015,0.027089529278487685,0.8164965809277261,1.05,1,linear,0.002251952770964214,0.15,0.02,1.0,15,64,2865542,0.004090845584869385,24,484841.3722413501,7,4.492389678955078,
116,COMPLETE,4.4624239802360535,2,full,32,4,8,6,even,0.010416823722222598,0.041024290683671194,1.25,1.0,1,head_scalar,0.0027846662960621773,0.05,0.04,0.5,13,128,2997328,0.01891326904296875,24,381416.05713143933,1,4.4938483238220215,
117,COMPLETE,4.411017000675201,2,lean,32,2,8,2,even,0.004179022081187808,0.018421342989697713,0.8164965809277261,1.0,1,linear,0.0035656560709489246,0.0,0.01,1.0,12,128,2876516,0.004683852195739746,24,555516.8944278127,5,4.492458343505859,
118,COMPLETE,4.440319716930389,3,lean,32,1,8,6,midlate,0.004652011478962841,0.014355304728608308,0.8164965809277261,0.9,1,linear,0.002807715852654847,0.15,0.02,1.0,10,192,2906798,0.012846112251281738,24,393780.0579672497,7,4.492805480957031,
119,COMPLETE,4.699743449687958,2,full,24,4,32,2,midlate,0.007861190420516997,0.010896535107225876,0.75,1.05,2,linear,0.001586852843284613,0.0,0.06,0.5,13,128,2958384,0.014261066913604736,24,345154.0283478488,4,4.493397235870361,
120,COMPLETE,4.470002055168152,1,full,32,1,24,3,even,0.017809132562559397,0.01088465104359123,0.75,1.05,2,linear,0.0031039955252096306,0.15,0.06,0.5,16,64,2952003,0.015568912029266357,24,426292.4314899671,0,4.493363380432129,
121,COMPLETE,4.504564106464386,1,lean,16,8,32,4,even,0.016655403293723902,0.10561023398019857,1.25,1.05,1,linear,0.0024832222466460115,0.05,0.06,0.5,15,64,2996596,0.0999917984008789,24,195689.8082270839,5,4.493859767913818,
122,COMPLETE,4.388184428215027,2,full,24,8,24,6,even,0.02029100659564081,0.12473980510685753,1.0,1.05,2,head_scalar,0.003418587467143983,0.05,0.06,1.0,13,128,3105880,0.03184443712234497,24,192564.08012542542,3,4.495072841644287,
123,COMPLETE,4.437924087047577,3,full,32,8,24,6,late,0.007062342124580706,0.0554750202378249,0.8164965809277261,1.05,2,one,0.0027128381355480367,0.05,0.02,0.5,11,192,3127948,0.018687069416046143,24,185175.54148764026,1,4.495270729064941,
124,COMPLETE,4.481883406639099,1,lean,24,1,24,4,midlate,0.004871798854694002,0.05508300158806688,0.8164965809277261,1.0,1,linear,0.002779068072338525,0.15,0.06,0.5,15,64,2892552,0.07303756475448608,24,404256.78856557945,7,4.492708206176758,
125,COMPLETE,4.56568568944931,1,lean,24,8,8,3,even,0.007162502257268398,0.24182978205244673,1.25,1.0,1,one,0.0027230200262771875,0.0,0.02,0.5,15,64,2896260,0.01996058225631714,24,459693.8254550482,0,4.492732048034668,
126,COMPLETE,4.58530867099762,1,full,32,2,24,6,even,0.022696418646758334,0.030461352975809722,1.0,0.9,2,one,0.002159389756895333,0.1,0.06,1.0,16,64,3004416,0.013981997966766357,24,296446.9950404857,4,4.493955612182617,
127,COMPLETE,4.363988935947418,2,full,16,1,24,4,midlate,0.0053447383397600065,0.005998552038875351,1.25,0.9,2,one,0.004198898654887343,0.15,0.04,0.5,13,128,2939672,0.008628904819488525,24,442601.41997647,7,4.493186950683594,
128,COMPLETE,4.477217197418213,3,lean,8,2,8,3,even,0.018028130424123618,0.022935888191762666,1.0,1.0,1,head_scalar,0.0028177493211381513,0.1,0.02,1.0,10,192,2848334,0.013222277164459229,24,542276.7331839273,0,4.492136001586914,
129,COMPLETE,4.665147066116333,2,full,16,4,16,4,late,0.004127531932393434,0.08129805533533788,0.8164965809277261,1.05,2,head_scalar,0.0017556927890549252,0.1,0.06,0.5,13,128,2960168,0.014601588249206543,24,415120.1669030966,6,4.4934234619140625,
130,COMPLETE,4.436526656150818,2,lean,8,8,8,4,even,0.005883035797605112,0.11283783935268454,1.0,1.05,2,linear,0.003864595950613125,0.1,0.01,0.5,12,128,2883904,0.013521850109100342,24,435990.2595278428,2,4.492570877075195,
131,COMPLETE,4.402395009994507,2,lean,16,4,32,4,even,0.0033698171111269807,0.11202568758963907,1.0,0.9,2,head_scalar,0.003975425666598673,0.05,0.01,0.5,12,128,2927856,0.018851041793823242,24,305842.86596055434,0,4.493049621582031,
132,COMPLETE,4.368411004543304,2,lean,24,2,24,2,midlate,0.018728160852507086,0.00523010440194788,0.8164965809277261,1.0,2,one,0.003845891320572981,0.1,0.06,1.0,12,128,2871200,0.0069980621337890625,24,499880.4123705341,7,4.492404937744141,
133,COMPLETE,4.460166931152344,1,full,24,4,24,2,even,0.004837162795734505,0.005110843336784089,0.75,1.05,2,learned,0.0034435436703964565,0.0,0.02,1.0,16,64,2941704,0.017240047454833984,24,369104.6694495346,4,4.493252754211426,
134,COMPLETE,4.364485859870911,1,full,24,2,16,3,midlate,0.024891382804505886,0.040513165527441816,0.8164965809277261,0.9,1,linear,0.004802042330886404,0.1,0.04,0.5,16,64,2937606,0.0593334436416626,24,405918.3691628854,6,4.4932146072387695,
135,PRUNED,4.857917673479971,1,lean,8,8,8,3,late,0.014287463259996585,0.006688366422424544,1.25,1.0,2,head_scalar,0.002465012975686564,0.1,0.02,1.0,15,64,2863164,,24,,2,,
136,COMPLETE,4.431911945343018,3,full,16,8,8,4,late,0.00442710811738486,0.06589012490875261,0.8164965809277261,0.9,1,one,0.003072576229083076,0.0,0.01,1.0,11,192,2972332,0.014529049396514893,24,432219.7137969206,7,4.49450159072876,
137,COMPLETE,4.397370338439941,1,full,24,4,8,4,late,0.006662946755832761,0.007418440084663237,1.25,0.9,1,one,0.004336433898202408,0.15,0.04,0.5,16,64,2949632,0.017147064208984375,24,416760.7806197484,5,4.49334716796875,
138,COMPLETE,4.357296407222748,2,full,16,4,16,2,late,0.0036192470641784854,0.06154333819237933,1.0,1.0,1,linear,0.003824854598308371,0.15,0.02,1.0,13,128,2927648,0.04717099666595459,24,524604.8580469415,2,4.493046760559082,
139,PRUNED,5.045194966271115,2,full,24,2,24,4,even,0.02162048476875851,0.013670751775697354,1.25,1.0,1,linear,0.002586455159035444,0.0,0.04,1.0,13,128,2966832,,24,,6,,
140,COMPLETE,4.402307629585266,3,full,32,2,32,2,even,0.020920807258182378,0.013675038117503646,0.8164965809277261,1.0,1,one,0.0031604301006771247,0.0,0.02,0.5,11,192,2963596,0.027902543544769287,24,467804.56305346004,3,4.493412971496582,
141,PRUNED,5.221341430192642,2,full,8,4,8,3,late,0.004323308949278982,0.010929741289513193,0.75,0.9,1,head_scalar,0.0020121527794773595,0.1,0.04,1.0,13,128,2917012,,24,,4,,
142,PRUNED,5.07148317749512,1,full,8,1,16,4,late,0.006973969595865326,0.02567900288858817,0.8164965809277261,0.9,1,one,0.002834345898984652,0.05,0.06,1.0,16,64,2906112,,24,,1,,
143,PRUNED,4.970721783411355,2,lean,8,4,8,6,late,0.0038133404735746597,0.055647739177593976,1.25,1.05,1,learned,0.002790404596184087,0.1,0.06,0.5,12,128,2891832,,24,,4,,
144,COMPLETE,4.39162939786911,2,full,16,4,16,2,even,0.014178162140398185,0.22096359258543688,0.8164965809277261,1.0,1,linear,0.003712861917108861,0.15,0.01,0.5,13,128,2927648,0.049397945404052734,24,510561.06226039404,6,4.493046760559082,
145,COMPLETE,4.306027173995972,3,lean,16,8,8,6,midlate,0.014059713362587746,0.23731056804113035,1.0,1.0,2,head_scalar,0.004303742882270607,0.1,0.06,0.5,10,192,2927384,0.01702970266342163,24,390146.77019941807,1,4.4930315017700195,
146,PRUNED,5.046387758679693,1,lean,32,1,8,2,late,0.005027410049045803,0.10125477705910971,0.75,0.9,1,learned,0.003196052918654331,0.1,0.02,0.5,15,64,2882102,,24,,7,,
147,COMPLETE,4.383781671524048,1,full,8,2,8,3,late,0.021431540064369887,0.04422766084828586,0.75,1.0,2,learned,0.004944095669708326,0.15,0.01,0.5,16,64,2896134,0.011292040348052979,24,446252.1014724743,2,4.4927568435668945,
148,COMPLETE,4.262298226356506,2,full,24,1,32,4,midlate,0.024878276175647227,0.0851843914889279,1.25,0.9,1,one,0.005471054961574667,0.15,0.06,1.0,13,128,2958120,0.058594703674316406,24,384974.43606865953,5,4.4934000968933105,
149,COMPLETE,4.353035569190979,1,lean,24,4,8,2,even,0.00459705319272874,0.23123063168759933,1.0,1.05,2,one,0.005143593639332062,0.15,0.04,1.0,15,64,2871556,0.007342934608459473,24,508416.1572018156,0,4.492450714111328,
150,COMPLETE,4.440288960933685,1,lean,8,2,24,3,midlate,0.018876436303796488,0.1447562947207669,0.75,0.9,1,head_scalar,0.0035808081145452344,0.1,0.04,1.0,15,64,2857002,0.06812316179275513,24,422709.59860736056,4,4.49230432510376,
151,COMPLETE,4.415989875793457,3,lean,8,2,8,2,even,0.011098319713846108,0.2085906443355401,0.8164965809277261,0.9,2,learned,0.00295714191758254,0.05,0.06,1.0,10,192,2838220,0.008235812187194824,24,621199.5613000816,7,4.492016792297363,
152,PRUNED,4.940776526756705,2,full,8,2,8,6,midlate,0.009209600219634222,0.1303476098612434,0.8164965809277261,1.0,1,linear,0.002926926080996249,0.15,0.02,0.5,13,128,2942740,,24,,3,,
153,PRUNED,5.46030993579849,1,full,16,1,16,3,late,0.006219640790259717,0.09248288690055467,0.75,1.0,1,linear,0.0015588572321780278,0.15,0.01,0.5,16,64,2913603,,24,,6,,
154,PRUNED,5.242976211851147,3,lean,8,1,8,4,late,0.01276845596068727,0.024060409561590078,0.8164965809277261,1.0,2,head_scalar,0.0015535486362738085,0.15,0.02,0.5,10,192,2854604,,24,,2,,
155,PRUNED,5.302883274719115,1,lean,32,2,24,4,even,0.003055953482958392,0.23145480738321209,0.75,1.0,1,one,0.0018716291254630827,0.1,0.01,0.5,15,64,2921140,,24,,3,,
156,COMPLETE,4.306314051151276,3,lean,24,4,16,6,even,0.005967617764388035,0.021690108760970137,1.0,0.9,1,head_scalar,0.005215381541211752,0.05,0.02,1.0,10,192,2938400,0.03790515661239624,24,345404.71384519496,0,4.493160247802734,
157,COMPLETE,4.339721620082855,2,full,24,8,16,6,even,0.006219737030530221,0.08231219910730417,0.75,0.9,1,linear,0.004957298504104866,0.05,0.02,1.0,13,128,3059800,0.07013475894927979,24,301938.655732975,7,4.494560718536377,
158,COMPLETE,4.326838195323944,3,full,16,4,8,2,late,0.02178471534962087,0.008708627966305994,1.25,0.9,2,head_scalar,0.004170641744738943,0.15,0.04,1.0,11,192,2931124,0.008527755737304688,24,537575.7802431053,6,4.493057727813721,
159,COMPLETE,4.352788984775543,2,lean,24,4,32,4,late,0.003663105770990015,0.01177469476782647,0.8164965809277261,1.0,1,linear,0.0037658217282718685,0.0,0.04,0.5,12,128,2942128,0.11596184968948364,24,280401.441472418,2,4.493217468261719,
160,PRUNED,5.16636703007491,2,full,8,8,16,3,midlate,0.026399344806778687,0.01688197190324536,0.8164965809277261,1.0,2,linear,0.0019094019504121793,0.15,0.01,1.0,13,128,2955424,,24,,5,,
161,COMPLETE,4.295770883560181,2,full,32,8,24,3,midlate,0.003464523350957669,0.008044030333643846,0.75,1.0,2,learned,0.005091596726320495,0.15,0.04,0.5,13,128,3023056,0.02141815423965454,24,310433.0453614255,4,4.494115829467773,
162,PRUNED,5.1312384060844805,3,lean,8,8,8,2,late,0.006171226773680436,0.1361396645534686,1.0,1.05,1,learned,0.0021790201312495627,0.05,0.06,1.0,10,192,2851288,,24,,3,,
163,PRUNED,4.928773975518846,1,full,8,1,16,2,midlate,0.018241545988818855,0.04118945300159277,1.0,0.9,2,learned,0.004493281843229603,0.15,0.02,1.0,16,64,2885506,,24,,1,,
164,COMPLETE,4.4142584800720215,3,full,8,1,24,4,late,0.01427269453917358,0.14719631695119706,1.25,0.9,1,linear,0.002964102337805182,0.1,0.01,0.5,11,192,2939968,0.07500243186950684,24,376955.0812033911,3,4.493185520172119,
165,PRUNED,5.061961051610828,3,full,8,2,8,4,late,0.008265122087836321,0.08032875771078539,0.75,1.05,1,one,0.0025231198513795804,0.0,0.06,1.0,11,192,2935612,,24,,6,,
166,PRUNED,5.162015996903423,1,full,24,2,16,4,late,0.013462095699524848,0.13620947985583995,0.75,1.05,2,one,0.0021244162845497692,0.15,0.04,1.0,16,64,2949632,,24,,5,,
167,COMPLETE,4.406431078910828,3,full,8,8,8,3,midlate,0.008646975532442902,0.00520363182909759,1.0,1.05,2,learned,0.003299730335308986,0.1,0.02,1.0,11,192,2945236,0.007418453693389893,24,463746.849806377,1,4.493233680725098,
168,COMPLETE,4.3743128180503845,2,full,16,4,32,3,late,0.028101724594552485,0.0099066558015129,0.8164965809277261,1.0,1,learned,0.0035759545800218492,0.0,0.01,1.0,13,128,2968996,0.07990908622741699,24,331396.47029850987,6,4.493516445159912,
169,COMPLETE,4.345970809459686,3,lean,8,4,32,2,midlate,0.025597682250931928,0.01610330847647392,0.75,1.05,2,learned,0.0042937445123733264,0.1,0.01,1.0,10,192,2867152,0.03684335947036743,24,438984.27729299484,5,4.492340087890625,
170,COMPLETE,4.328653454780579,2,lean,24,2,32,3,late,0.00481021450265135,0.08479836139802494,1.25,0.9,1,linear,0.005492201195360967,0.15,0.04,1.0,12,128,2892198,0.12763696908950806,24,425122.3972664603,0,4.49265193939209,
171,COMPLETE,4.389051198959351,3,full,32,2,8,4,late,0.0073195295262657905,0.037935627534703836,0.8164965809277261,0.9,2,learned,0.003346055337969694,0.15,0.02,1.0,11,192,2972564,0.0075075626373291016,24,501534.9045942757,3,4.493533134460449,
172,COMPLETE,4.326205551624298,3,lean,16,2,16,6,late,0.005932415346374746,0.005507918228254433,1.0,1.05,1,head_scalar,0.0039664872637099865,0.1,0.06,0.5,10,192,2902772,0.04225122928619385,24,418847.5311212424,1,4.4927568435668945,
173,COMPLETE,4.349254012107849,2,lean,8,2,16,6,late,0.007041455640225981,0.20824850813754447,1.0,0.9,2,head_scalar,0.005123285181551359,0.0,0.04,1.0,12,128,2890284,0.020218312740325928,24,326503.82033917634,7,4.492654800415039,
174,PRUNED,5.081623978668123,3,full,8,4,16,3,even,0.020965594844778983,0.010638120512898606,0.75,0.9,2,head_scalar,0.002179944334430344,0.1,0.06,1.0,11,192,2943688,,24,,2,,
175,PRUNED,5.120670183881721,1,full,8,8,32,3,even,0.02835505283372975,0.007139629740550017,1.25,0.9,1,learned,0.0027302220371749515,0.1,0.02,1.0,16,64,2989464,,24,,4,,
176,PRUNED,4.675757605782779,2,full,16,8,8,4,even,0.007298277465056227,0.012188847995064752,0.8164965809277261,1.0,2,learned,0.0031798047166726245,0.0,0.01,1.0,13,128,2962232,,24,,3,,
177,PRUNED,5.017930172866295,2,lean,16,4,16,2,midlate,0.0203237242847476,0.03132504702630541,0.75,1.05,1,linear,0.0029508490117772113,0.1,0.01,1.0,12,128,2862568,,24,,0,,
178,PRUNED,5.270254386254047,3,lean,32,8,8,4,late,0.023829070270597986,0.013826428625442625,0.75,1.05,1,one,0.0016078786946083813,0.1,0.06,1.0,10,192,2916392,,24,,5,,
179,COMPLETE,4.340323805809021,2,full,24,2,16,2,late,0.0226359703093786,0.02442065375143562,1.25,0.9,1,learned,0.005028364395712437,0.05,0.02,0.5,13,128,2933548,0.035306692123413086,24,521566.8634734705,2,4.493119716644287,
180,COMPLETE,4.3973870277404785,1,full,8,4,8,3,even,0.02691369189198642,0.022866250253544215,1.0,1.05,1,learned,0.005027536508961908,0.05,0.04,1.0,16,64,2902668,0.027698397636413574,24,395381.8644000184,6,4.4928297996521,
181,PRUNED,5.085205455897814,1,full,16,1,8,2,late,0.005316462277457389,0.21464269460751906,0.75,0.9,2,head_scalar,0.003194246364489829,0.0,0.06,0.5,16,64,2900994,,24,,1,,
182,PRUNED,5.04773719765063,1,full,32,2,24,3,midlate,0.003628442566533931,0.008373945390681264,0.8164965809277261,1.05,2,one,0.0032648256682412985,0.0,0.04,0.5,16,64,2961024,,24,,0,,
183,COMPLETE,4.405501902103424,3,lean,16,4,24,6,midlate,0.003824612064986736,0.016057689285591807,1.25,1.0,1,head_scalar,0.0032460228475102767,0.1,0.01,0.5,10,192,2951936,0.05488008260726929,24,280078.5929774676,5,4.4933061599731445,
184,PRUNED,5.055026232518314,1,lean,32,2,16,3,late,0.024089928401564476,0.1730979051507134,0.75,1.0,2,head_scalar,0.002503500580304374,0.15,0.02,1.0,15,64,2900538,,24,,1,,
185,PRUNED,5.0824265562775945,1,lean,24,2,16,4,even,0.0050286339376652105,0.008310606395476894,0.75,1.05,2,linear,0.0024650438727733055,0.05,0.04,0.5,15,64,2896908,,24,,3,,
186,COMPLETE,4.318319618701935,3,full,24,2,8,3,midlate,0.01082767086128308,0.008192434526838646,1.25,1.0,2,one,0.004673942643926664,0.1,0.04,0.5,11,192,2949532,0.004632532596588135,24,511393.7799496689,7,4.4932708740234375,
187,PRUNED,5.27352054854683,1,lean,8,1,8,6,late,0.0038253921374858764,0.01592201404703257,1.0,1.0,2,learned,0.0018691597021088851,0.15,0.01,1.0,15,64,2870058,,24,,0,,
188,COMPLETE,4.388108432292938,1,full,32,1,8,3,late,0.0034124313820614073,0.009324573308932356,0.75,0.9,1,head_scalar,0.0038774904061055666,0.0,0.06,0.5,16,64,2945667,0.00915670394897461,24,417334.8951958347,2,4.493288993835449,
189,PRUNED,5.240852688640115,2,full,8,2,8,2,midlate,0.028191910474535772,0.07424917168291598,0.8164965809277261,1.0,1,one,0.0019481337746672452,0.1,0.06,1.0,13,128,2900488,,24,,4,,
190,COMPLETE,4.293725490570068,3,full,32,8,24,2,late,0.003009048512690529,0.054060454836756054,0.8164965809277261,1.05,2,linear,0.005495029096188841,0.05,0.02,1.0,11,192,2997404,0.028131723403930664,24,398131.0528711481,1,4.493795394897461,
191,COMPLETE,4.345324754714966,2,lean,8,8,16,2,even,0.02565621737124254,0.16555193311275232,1.25,1.0,1,learned,0.004268169141765892,0.05,0.06,0.5,12,128,2866224,0.05454474687576294,24,476142.3084347534,3,4.492358207702637,
192,PRUNED,4.654030404435344,2,full,8,8,8,6,even,0.016676421688392583,0.04447198471439192,0.8164965809277261,1.0,1,linear,0.003253097670569206,0.05,0.01,1.0,13,128,2981944,,24,,6,,
193,COMPLETE,4.357904016971588,1,lean,32,8,8,4,midlate,0.025447821881005146,0.26835284503578594,0.8164965809277261,0.9,2,learned,0.005368098485358571,0.1,0.04,1.0,15,64,2931412,0.02018815279006958,24,399178.6921221826,0,4.493125915527344,
194,PRUNED,5.251192747778521,1,full,8,2,8,4,late,0.028604624550202455,0.006616620679380189,1.25,0.9,1,linear,0.0017525139841314218,0.1,0.01,0.5,16,64,2906632,,24,,4,,
195,PRUNED,5.024399818160543,2,full,32,8,24,6,late,0.01074328457907175,0.10385030373333304,1.0,1.05,1,linear,0.002691723192309893,0.1,0.02,1.0,13,128,3123304,,24,,7,,
196,COMPLETE,4.402914643287659,1,lean,8,4,16,4,midlate,0.003976304927161693,0.01037943794109734,0.75,1.05,2,learned,0.004188537255908941,0.15,0.04,1.0,15,64,2880692,0.027540624141693115,24,359301.8695621106,4,4.492578029632568,
197,PRUNED,5.247693844203596,3,lean,24,4,8,3,midlate,0.004646124565747091,0.014304867949022419,0.75,1.05,2,learned,0.001751537621810581,0.1,0.04,1.0,10,192,2877332,,24,,2,,
198,COMPLETE,4.2797346115112305,3,full,24,2,8,4,late,0.0032863780835945882,0.008241718789203153,1.25,0.9,1,one,0.005228756618654602,0.1,0.06,0.5,11,192,2959900,0.008334040641784668,24,440466.6431105523,2,4.493391990661621,
199,COMPLETE,4.364692568778992,2,lean,16,8,32,2,even,0.014591536566146002,0.020884240419318342,0.75,1.0,1,linear,0.00340458361841701,0.15,0.02,0.5,12,128,2912240,0.11152923107147217,24,324074.5902396466,3,4.492861747741699,
200,PRUNED,5.345759197287324,1,full,24,4,16,2,late,0.01963898833855369,0.005119619559871346,1.25,1.05,1,one,0.0015037766576939176,0.1,0.04,1.0,16,64,2932992,,24,,6,,
201,COMPLETE,4.342151880264282,2,lean,16,4,16,4,even,0.0030711506238032156,0.008786378084804326,0.75,0.9,2,linear,0.0044885358646424385,0.15,0.01,1.0,12,128,2896112,0.023035049438476562,24,446962.72942462,0,4.492696762084961,
202,COMPLETE,4.396563649177551,2,lean,16,2,32,4,even,0.004160502990221503,0.012704298692605325,1.25,0.9,2,head_scalar,0.004798785795183318,0.05,0.01,1.0,12,128,2895080,0.013302028179168701,24,351620.4840753902,6,4.492683410644531,
